ID	DOCULECT	DOCULECT_OLD	CONCEPT	LANGID	VALUE	FORM	COG	TOKENS	COGID	SEGMENTS	SONARS	PROSTRINGS	CLASSES	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID	ALIGNMENT
891	Kowiai	Kowiai	bird	45	manuʔ	manuʔ	bird-2	m a n u ʔ	260	m a n u ʔ	4 7 4 7 1	AXBYN	MANYH	45.M.C 45.A.V 45.N.C 45.Y.V 45.H.c	2.0 1.5 1.75 1.3 0.8	manuʔ	0	345	m a - n u ʔ -
892	Laganyan	Laganyan	bird	46	mini	mini	bird-2	m i n i	260	m i n i	4 7 4 7	AXBZ	MINI	46.M.C 46.I.V 46.N.C 46.I.V	2.0 1.5 1.75 0.8	mini	0	345	m i - n i - -
893	Irarutu	Irarutu (Mats)	bird	43	mánə	mánə	bird-2	m á n ə	260	m á n ə	4 7 4 7	AXBZ	MANE	43.M.C 43.A.V 43.N.C 43.E.V	2.0 1.5 1.75 0.8	mánə	0	345	m á - n ə - -
894	Ambel	Ambel (rem)	bird	32	mani	mani	bird-2	m a n i	260	m a n i	4 7 4 7	AXBZ	MANI	32.M.C 32.A.V 32.N.C 32.I.V	2.0 1.5 1.75 0.8	mani	0	345	m a - n i - -
895	Matbat	Matbat	bird	47	ipo	ipo	bird-47	i p o	262	i p o	7 1 7	XBZ	IPU	47.I.V 47.P.C 47.U.V	1.5 1.75 0.8	ipo	0	351	i p o
896	Maya_Misool	Ma'ya Misool	bird	48	mini¹²	mini¹²	bird-2	m i n ¹²/i	260	m i n i	4 7 4 7	AXBZ	MINI	48.M.C 48.I.V 48.N.C 48.I.V	2.0 1.5 1.75 0.8	mini	0	345	m i - n ¹²/i - -
897	Maya_Salawati	Ma'ya Salawati	bird	49	mini³	mini³	bird-2	m i n ³/i	260	m i n i	4 7 4 7	AXBZ	MINI	49.M.C 49.I.V 49.N.C 49.I.V	2.0 1.5 1.75 0.8	mini	0	345	m i - n ³/i - -
898	Sawai	Sawai (CAD)	bird	51	manɛ	manɛ	bird-2	m a n ɛ	260	m a n ɛ	4 7 4 7	AXBZ	MANE	51.M.C 51.A.V 51.N.C 51.E.V	2.0 1.5 1.75 0.8	manɛ	0	345	m a - n ɛ - -
899	Sekar	Sekar (ABVD)	bird	52	manik	manik	bird-2	m a n i k	260	m a n i k	4 7 4 7 1	AXBYN	MANIK	52.M.C 52.A.V 52.N.C 52.I.V 52.K.c	2.0 1.5 1.75 1.3 0.8	manik	0	345	m a - n i k -
900	Taba	Taba	bird	54	burung	burung	bird-54	b u r u n g	263	b u r u n g	1 7 5 7 4 1	AXBYLN	PYRYNK	54.P.C 54.Y.V 54.R.C 54.Y.V 54.N.c 54.K.c	2.0 1.5 1.75 1.3 1.1 0.8	burung	0	347	b u r u n g - -
901	Wauyai	Wauyai	bird	58	mini	mini	bird-2	m i n i	260	m i n i	4 7 4 7	AXBZ	MINI	58.M.C 58.I.V 58.N.C 58.I.V	2.0 1.5 1.75 0.8	mini	0	345	m i - n i - -
902	Waropen	Waropen (held)	bird	57	mani	mani	bird-2	m a n i	260	m a n i	4 7 4 7	AXBZ	MANI	57.M.C 57.A.V 57.N.C 57.I.V	2.0 1.5 1.75 0.8	mani	0	345	m a - n i - -
903	Umar	Umar	bird	55	mna	mna	bird-2	m n a	260	m n a	4 4 7	ACZ	MNA	55.M.C 55.N.C 55.A.V	2.0 1.5 0.8	mna	0	348	m n a -
904	Yaur	Yaur	bird	59	mà'ré	mà'ré	bird-2	m à ʔ r é	260	m à ʔ r é	4 7 1 5 7	AXBCZ	MAHRE	59.M.C 59.A.V 59.H.C 59.R.C 59.E.V	2.0 1.5 1.75 1.5 0.8	màʔré	0	345	m à - ʔ - r é
905	Yerisiam	Yerisiam	bird	60	máanáà	máanáà	bird-2	m á a n á à	260	m á a n á à	4 7 7 4 7 7	AXYBYZ	MAANAA	60.M.C 60.A.V 60.A.V 60.N.C 60.A.V 60.A.V	2.0 1.5 1.3 1.75 1.3 0.8	máanáà	0	345	m á a n á - à
906	Moor	Moor	bird	50	mànu	mànu	bird-2	m à n u	260	m à n u	4 7 4 7	AXBZ	MANY	50.M.C 50.A.V 50.N.C 50.Y.V	2.0 1.5 1.75 0.8	mànu	0	345	m à - n u - -
907	Warembori	Warembori	bird	56	mani-ro	mani-ro	bird-2	m a n i r o	260	m a n i r o	4 7 4 7 5 7	AXBYBZ	MANIRU	56.M.C 56.A.V 56.N.C 56.I.V 56.R.C 56.U.V	2.0 1.5 1.75 1.3 1.75 0.8	maniro	0	345	m a - n i r o
908	Cebuano_outgroup	Cebuano	bite		mopáʔak	mopáʔak	bite-	m o p á ʔ a k	265	m o p á ʔ a k	4 7 1 7 1 7 1	AXBYBYN	MUPAHAK	.M.C .U.V .P.C .A.V .H.C .A.V .K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	mopáʔak	0	355	m o p á ʔ a k
911	Wamesa	WAD	bite	30	karipe	karipe	bite-1	k a r i p e	266	k a r i p e	1 7 5 7 1 7	AXBYBZ	KARIPE	30.K.C 30.A.V 30.R.C 30.I.V 30.P.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	karipe	0	353	k a r i - p e
912	Ambai	Ambai	bite	31	kiri	kiri	bite-1	k i r i	266	k i r i	1 7 5 7	AXBZ	KIRI	31.K.C 31.I.V 31.R.C 31.I.V	2.0 1.5 1.75 0.8	kiri	0	353	k i r - - - i
913	Ansus_PD	Ansus (P&D)	bite	33	kari	kari	bite-1	k a r i	266	k a r i	1 7 5 7	AXBZ	KARI	33.K.C 33.A.V 33.R.C 33.I.V	2.0 1.5 1.75 0.8	kari	0	353	k a r - - - i
914	Ansus_EG	Ansus (EG)	bite		kari	kari	bite-	k a r i	265	k a r i	1 7 5 7	AXBZ	KARI	.K.C .A.V .R.C .I.V	2.0 1.5 1.75 0.8	kari	0	353	k a r - - - i
915	Pom	Pom	bite		ayat	ayat	bite-	a j a t	265	a j a t	7 6 7 1	XBYN	AJAT	.A.V .J.C .A.V .T.c	1.5 1.75 1.3 0.8	ajat	0	354	- a j a t - -
916	Serui_Laut	Serui-Laut (slump)	bite	53	karifi	karifi	bite-1	k a r i ɸ i	266	k a r i ɸ i	1 7 5 7 3 7	AXBYBZ	KARIBI	53.K.C 53.A.V 53.R.C 53.I.V 53.B.C 53.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kariɸi	0	353	k a r i - ɸ i
917	Biak	Biak	bite	36	ark	ark	bite-3	a r k	268	a r k	7 5 1	XLN	ARK	36.A.V 36.R.c 36.K.c	1.5 1.1 0.8	ark	0	360	a r k
918	Roon	Roon	bite		rek	rek	bite-	r e k	265	r e k	5 7 1	AXN	REK	.R.C .E.V .K.c	2.0 1.5 0.8	rek	0	353	- - r e - k -
919	Arguni	Arguni	bite	34	ret	ret	bite-34	r e t	270	r e t	5 7 1	AXN	RET	34.R.C 34.E.V 34.T.c	2.0 1.5 0.8	ret	0	357	- - r e t
920	As	As (ABVD)	bite	35	lis	lis	bite-35	l i s	271	l i s	5 7 3	AXN	LIS	35.L.C 35.I.V 35.S.c	2.0 1.5 0.8	lis	0	359	l i s
921	Biga	Biga (rem)	bite	37	awut	awut	bite-4	a w u t	272	a w u t	7 6 7 1	XBYN	AWYT	37.A.V 37.W.C 37.Y.V 37.T.c	1.5 1.75 1.3 0.8	awut	0	354	- a w - - u t
922	Buli	Buli	bite	38	oŋ	oŋ	bite-5	o ŋ	275	o ŋ	7 4	XN	UN	38.U.V 38.N.c	1.5 0.8	oŋ	0	361	o ŋ
923	Fiawat	Fiawat (fiawat)	bite	40	l-ewot	l-ewot	bite-4	l e w o t	272	l e w o t	5 7 6 7 1	AXBYN	LEWUT	40.L.C 40.E.V 40.W.C 40.U.V 40.T.c	2.0 1.5 1.75 1.3 0.8	lewot	0	354	l e w - - o t
924	Gane	Gane	bite	41	pakat	pakat	bite-5	p a k a t	275	p a k a t	1 7 1 7 1	AXBYN	PAKAT	41.P.C 41.A.V 41.K.C 41.A.V 41.T.c	2.0 1.5 1.75 1.3 0.8	pakat	0	362	p a k a t
925	Gebe	Gebe	bite	42	kɔŋɔt	kɔŋɔt	bite-5	k ɔ ŋ ɔ t	275	k ɔ ŋ ɔ t	1 7 4 7 1	AXBYN	KUNUT	42.K.C 42.U.V 42.N.C 42.U.V 42.T.c	2.0 1.5 1.75 1.3 0.8	kɔŋɔt	0	357	k ɔ ŋ ɔ t
926	Kawe	Kawe (rem)	bite	44	aoto	aoto	bite-4	a o t o	272	a o t o	7 7 1 7	XYBZ	AUTU	44.A.V 44.U.V 44.T.C 44.U.V	1.5 1.3 1.75 0.8	aoto	0	356	a o t o
927	Kowiai	Kowiai	bite	45	ara	ara	bite-45	a r a	274	a r a	7 5 7	XBZ	ARA	45.A.V 45.R.C 45.A.V	1.5 1.75 0.8	ara	0	364	a r a
928	Laganyan	Laganyan	bite	46	aoto	aoto	bite-4	a o t o	272	a o t o	7 7 1 7	XYBZ	AUTU	46.A.V 46.U.V 46.T.C 46.U.V	1.5 1.3 1.75 0.8	aoto	0	356	a o t o
929	Irarutu	Irarutu (Mats)	bite	43	mə|gor	mə|gor	bite-43	m ə g o r	273	m ə g o r	4 7 1 7 5	AXBYN	MEKUR	43.M.C 43.E.V 43.K.C 43.U.V 43.R.c	2.0 1.5 1.75 1.3 0.8	məgor	0	363	m ə g o r
930	Ambel	Ambel (rem)	bite	32	l-asak	l-asak	bite-32	l a s a k	269	l a s a k	5 7 3 7 1	AXBYN	LASAK	32.L.C 32.A.V 32.S.C 32.A.V 32.K.c	2.0 1.5 1.75 1.3 0.8	lasak	0	358	l a s a k
931	Matbat	Matbat	bite	47	n-a²¹t	n-a²¹t	bite-2	n ²¹/a t	267	n a t	4 7 1	AXN	NAT	47.N.C 47.A.V 47.T.c	2.0 1.5 0.8	nat	0	357	- - n ²¹/a t
932	Maya_Misool	Ma'ya Misool	bite	48	w-akao¹²t	w-akao¹²t	bite-4	w a k a ¹²/o t	272	w a k a o t	6 7 1 7 7 1	AXBYYN	WAKAUT	48.W.C 48.A.V 48.K.C 48.A.V 48.U.V 48.T.c	2.0 1.5 1.75 1.3 1.3 0.8	wakaot	0	354	w a k a - ¹²/o t
933	Maya_Salawati	Ma'ya Salawati	bite	49	w-akao¹²t	w-akao¹²t	bite-4	w a k a ¹²/o t	272	w a k a o t	6 7 1 7 7 1	AXBYYN	WAKAUT	49.W.C 49.A.V 49.K.C 49.A.V 49.U.V 49.T.c	2.0 1.5 1.75 1.3 1.3 0.8	wakaot	0	354	w a k a - ¹²/o t
934	Sekar	Sekar (ABVD)	bite	52	kiki	kiki	bite-52	k i k i	276	k i k i	1 7 1 7	AXBZ	KIKI	52.K.C 52.I.V 52.K.C 52.I.V	2.0 1.5 1.75 0.8	kiki	0	366	k i k i
935	Taba	Taba	bite	54	babas	babas	bite-54	b a b a s	277	b a b a s	1 7 1 7 3	AXBYN	PAPAS	54.P.C 54.A.V 54.P.C 54.A.V 54.S.c	2.0 1.5 1.75 1.3 0.8	babas	0	355	b a b a s - -
936	Wauyai	Wauyai	bite	58	aoto	aoto	bite-4	a o t o	272	a o t o	7 7 1 7	XYBZ	AUTU	58.A.V 58.U.V 58.T.C 58.U.V	1.5 1.3 1.75 0.8	aoto	0	356	a o t o
937	Waropen	Waropen (held)	bite	57	afano	afano	bite-57	a ɸ a n o	279	a ɸ a n o	7 3 7 4 7	XBYBZ	ABANU	57.A.V 57.B.C 57.A.V 57.N.C 57.U.V	1.5 1.75 1.3 1.75 0.8	aɸano	0	355	- a ɸ a n o -
938	Umar	Umar	bite	55	wat	wat	bite-2	w a t	267	w a t	6 7 1	AXN	WAT	55.W.C 55.A.V 55.T.c	2.0 1.5 0.8	wat	0	354	- - w a t - -
939	Yaur	Yaur	bite	59	júu'nè	júu'nè	bite-59	d͡ʒ ú u ʔ n è	280	d͡ʒ ú u ʔ n è	2 7 7 1 4 7	AXYBCZ	CYYHNE	59.C.C 59.Y.V 59.Y.V 59.H.C 59.N.C 59.E.V	2.0 1.5 1.3 1.75 1.5 0.8	d͡ʒúuʔnè	0	368	d͡ʒ ú u ʔ n è
940	Yerisiam	Yerisiam	bite	60	áaká	áaká	bite-2	á a k á	267	á a k á	7 7 1 7	XYBZ	AAKA	60.A.V 60.A.V 60.K.C 60.A.V	1.5 1.3 1.75 0.8	áaká	0	353	- - - á a k á
941	Moor	Moor	bite	50	a'ì	a'ì	bite-2	a ʔ ì	267	a ʔ ì	7 1 7	XBZ	AHI	50.A.V 50.H.C 50.I.V	1.5 1.75 0.8	aʔì	0	365	a ʔ ì
942	Warembori	Warembori	bite	56	paM-e	paM-e	bite-56	p a M/m e	278	p a m e	1 7 4 7	AXBZ	PAME	56.P.C 56.A.V 56.M.C 56.E.V	2.0 1.5 1.75 0.8	pame	0	367	p a M/m e
943	Cebuano_outgroup	Cebuano	black		itúm	itúm	black-1	i t ú m	282	i t ú m	7 1 7 4	XBYN	ITYM	.I.V .T.C .Y.V .M.c	1.5 1.75 1.3 0.8	itúm	0	371	- - - i t ú m
946	Wamesa	WAD	black	30	meta	meta	black-1	m e t a	282	m e t a	4 7 1 7	AXBZ	META	30.M.C 30.E.V 30.T.C 30.A.V	2.0 1.5 1.75 0.8	meta	0	369	- - m - e t a -
947	Ambai	Ambai	black	31	nu|metan	nu|metan	black-1	n u m e t a n	282	n u m e t a n	4 7 4 7 1 7 4	AXBYBYN	NYMETAN	31.N.C 31.Y.V 31.M.C 31.E.V 31.T.C 31.A.V 31.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	numetan	0	369	n u m - e t a n
948	Ansus_PD	Ansus (P&D)	black	33	metaŋ	metaŋ	black-1	m e t a ŋ	282	m e t a ŋ	4 7 1 7 4	AXBYN	METAN	33.M.C 33.E.V 33.T.C 33.A.V 33.N.c	2.0 1.5 1.75 1.3 0.8	metaŋ	0	369	- - m - e t a ŋ
949	Ansus_EG	Ansus (EG)	black		mietaŋ	mietaŋ	black-	m i e t a ŋ	281	m i e t a ŋ	4 7 7 1 7 4	AXYBYN	MIETAN	.M.C .I.V .E.V .T.C .A.V .N.c	2.0 1.5 1.3 1.75 1.3 0.8	mietaŋ	0	371	- m i e t a ŋ
950	Pom	Pom	black		vemetaŋ	vemetaŋ	black-	β e m e t a ŋ	281	β e m e t a ŋ	3 7 4 7 1 7 4	AXBYBYN	BEMETAN	.B.C .E.V .M.C .E.V .T.C .A.V .N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	βemetaŋ	0	369	β e m - e t a ŋ
951	Serui_Laut	Serui-Laut (slump)	black	53	numeta	numeta	black-1	n u m e t a	282	n u m e t a	4 7 4 7 1 7	AXBYBZ	NYMETA	53.N.C 53.Y.V 53.M.C 53.E.V 53.T.C 53.A.V	2.0 1.5 1.75 1.3 1.75 0.8	numeta	0	369	n u m - e t a -
952	Kurudu	KURUDU	black	69	mimer	mimer	black-	m i m e r	281	m i m e r	4 7 4 7 5	AXBYN	MIMER	69.M.C 69.I.V 69.M.C 69.E.V 69.R.c	2.0 1.5 1.75 1.3 0.8	mimer	0	383	m i m e r
953	Biak	Biak	black	36	paisěm	paisěm	black-1	p a i s ě m	282	p a i s ě m	1 7 7 3 7 4	AXYBYN	PAISEM	36.P.C 36.A.V 36.I.V 36.S.C 36.E.V 36.M.c	2.0 1.5 1.3 1.75 1.3 0.8	paisěm	0	387	p a i s ě m
954	Biak_Betew	Biak Betew (Mutus)	black		i-paitem	i-paitem	black-	i p a i t e m	281	i p a i t e m	7 1 7 7 1 7 4	XBYYBYN	IPAITEM	.I.V .P.C .A.V .I.V .T.C .E.V .M.c	1.5 1.75 1.3 1.3 1.75 1.3 0.8	ipaitem	0	371	i p a i t e m
955	Biak_Numfor	Biak Numfoor (Mandori)	black		paisen	paisen	black-	p a i s e n	281	p a i s e n	1 7 7 3 7 4	AXYBYN	PAISEN	.P.C .A.V .I.V .S.C .E.V .N.c	2.0 1.5 1.3 1.75 1.3 0.8	paisen	0	371	- p a i s e n
956	Roswar	Roswar	black	70	we-fnuwer	we-fnuwer	black-	w e ɸ n u w e r	281	w e ɸ n u w e r	6 7 3 4 7 6 7 5	AXBCYBYN	WEBNYWER	70.W.C 70.E.V 70.B.C 70.N.C 70.Y.V 70.W.C 70.E.V 70.R.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	weɸnuwer	0	381	w e ɸ n u w e r
957	Roon	Roon	black		mekem	mekem	black-	m e k e m	281	m e k e m	4 7 1 7 4	AXBYN	MEKEM	.M.C .E.V .K.C .E.V .M.c	2.0 1.5 1.75 1.3 0.8	mekem	1	373	m e k e m - - -
958	Arguni	Arguni	black	34	udude	udude	black-2	u d u d e	283	u d u d e	7 1 7 1 7	XBYBZ	YTYTE	34.Y.V 34.T.C 34.Y.V 34.T.C 34.E.V	1.5 1.75 1.3 1.75 0.8	udude	0	376	u d u d e
959	As	As (ABVD)	black	35	matɛm	matɛm	black-1	m a t ɛ m	282	m a t ɛ m	4 7 1 7 4	AXBYN	MATEM	35.M.C 35.A.V 35.T.C 35.E.V 35.M.c	2.0 1.5 1.75 1.3 0.8	matɛm	1	370	- - - - m a - t ɛ m
960	Biga	Biga (rem)	black	37	mabis	mabis	black-3	m a b i s	284	m a b i s	4 7 1 7 3	AXBYN	MAPIS	37.M.C 37.A.V 37.P.C 37.I.V 37.S.c	2.0 1.5 1.75 1.3 0.8	mabis	0	375	m a - b i s
961	Buli	Buli	black	38	gogó	gogó	black-38	g o g ó	285	g o g ó	1 7 1 7	AXBZ	KUKU	38.K.C 38.U.V 38.K.C 38.U.V	2.0 1.5 1.75 0.8	gogó	0	386	g o g ó
962	Fiawat	Fiawat (fiawat)	black	40	mehbih	mehbih	black-40	m e h b i h	286	m e h b i h	4 7 3 1 7 3	AXMBYN	MEHPIH	40.M.C 40.E.V 40.H.c 40.P.C 40.I.V 40.H.c	2.0 1.5 1.1 1.75 1.3 0.8	mehbih	0	375	m e h b i h
963	Gane	Gane	black	41	kidkuda	kidkuda	black-2	k i d k u d a	283	k i d k u d a	1 7 1 1 7 1 7	AXMBYBZ	KITKYTA	41.K.C 41.I.V 41.T.c 41.K.C 41.Y.V 41.T.C 41.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kidkuda	0	372	k i d k u d a
964	Gebe	Gebe	black	42	karud	karud	black-42	k a r u d	287	k a r u d	1 7 5 7 1	AXBYN	KARYT	42.K.C 42.A.V 42.R.C 42.Y.V 42.T.c	2.0 1.5 1.75 1.3 0.8	karud	0	374	k a r u d
965	Kawe	Kawe (rem)	black	44	amgumu	amgumu	black-44	a m g u m u	288	a m g u m u	7 4 1 7 4 7	XMBYBZ	AMKYMY	44.A.V 44.M.c 44.K.C 44.Y.V 44.M.C 44.Y.V	1.5 1.1 1.75 1.3 1.75 0.8	amgumu	0	384	a m g u m u
966	Kowiai	Kowiai	black	45	ma-étan	ma-étan	black-1	m a é t a n	282	m a é t a n	4 7 7 1 7 4	AXYBYN	MAETAN	45.M.C 45.A.V 45.E.V 45.T.C 45.A.V 45.N.c	2.0 1.5 1.3 1.75 1.3 0.8	maétan	0	369	- - m a é t a n
967	Laganyan	Laganyan	black	46	matme'tem	matme'tem	black-1	m a t m e ʔ t e m	282	m a t m e ʔ t e m	4 7 1 4 7 1 1 7 4	AXBCYMBYN	MATMEHTEM	46.M.C 46.A.V 46.T.C 46.M.C 46.E.V 46.H.c 46.T.C 46.E.V 46.M.c	2.0 1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	matmeʔtem	0	370	m a t - m e ʔ t e m
968	Irarutu	Irarutu (Mats)	black	43	grəmútənə	grəmútənə	black-1	g r ə m ú t ə n ə	282	g r ə m ú t ə n ə	1 5 7 4 7 1 7 4 7	ACXBYBYBZ	KREMYTENE	43.K.C 43.R.C 43.E.V 43.M.C 43.Y.V 43.T.C 43.E.V 43.N.C 43.E.V	2.0 1.5 1.5 1.75 1.3 1.75 1.3 1.75 0.8	grəmútənə	0	385	g r ə m ú t ə n ə
969	Ambel	Ambel (rem)	black	32	amatem	amatem	black-1	a m a t e m	282	a m a t e m	7 4 7 1 7 4	XBYBYN	AMATEM	32.A.V 32.M.C 32.A.V 32.T.C 32.E.V 32.M.c	1.5 1.75 1.3 1.75 1.3 0.8	amatem	0	370	- a - - m a - t e m
970	Matbat	Matbat	black	47	kabi¹²t	kabi¹²t	black-3	k a b ¹²/i t	284	k a b i t	1 7 1 7 1	AXBYN	KAPIT	47.K.C 47.A.V 47.P.C 47.I.V 47.T.c	2.0 1.5 1.75 1.3 0.8	kabit	0	374	k a b ¹²/i t
971	Maya_Misool	Ma'ya Misool	black	48	mat'mete¹²m	mat'mete¹²m	black-1	m a t ʔ m e t ¹²/e m	282	m a t ʔ m e t e m	4 7 1 1 4 7 1 7 4	AXMBCYBYN	MATHMETEM	48.M.C 48.A.V 48.T.c 48.H.C 48.M.C 48.E.V 48.T.C 48.E.V 48.M.c	2.0 1.5 1.1 1.75 1.5 1.3 1.75 1.3 0.8	matʔmetem	0	370	m a t ʔ m e - t ¹²/e m
972	Maya_Salawati	Ma'ya Salawati	black	49	mat'mete³m	mat'mete³m	black-1	m a t ʔ m e t ³/e m	282	m a t ʔ m e t e m	4 7 1 1 4 7 1 7 4	AXMBCYBYN	MATHMETEM	49.M.C 49.A.V 49.T.c 49.H.C 49.M.C 49.E.V 49.T.C 49.E.V 49.M.c	2.0 1.5 1.1 1.75 1.5 1.3 1.75 1.3 0.8	matʔmetem	0	370	m a t ʔ m e - t ³/e m
973	Sawai	Sawai (CAD)	black	51	n-bɛblatɛ	n-bɛblatɛ	black-51	n b ɛ b l a t ɛ	290	n b ɛ b l a t ɛ	4 1 7 1 5 7 1 7	ACYBCYBZ	NPEPLATE	51.N.C 51.P.C 51.E.V 51.P.C 51.L.C 51.A.V 51.T.C 51.E.V	2.0 1.5 1.3 1.75 1.5 1.3 1.75 0.8	nbɛblatɛ	0	380	n b ɛ b l a t ɛ
974	Sekar	Sekar (ABVD)	black	52	kudkuda	kudkuda	black-2	k u d k u d a	283	k u d k u d a	1 7 1 1 7 1 7	AXMBYBZ	KYTKYTA	52.K.C 52.Y.V 52.T.c 52.K.C 52.Y.V 52.T.C 52.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kudkuda	0	372	k u d k u d a
975	Taba	Taba	black	54	kuda	kuda	black-2	k u d a	283	k u d a	1 7 1 7	AXBZ	KYTA	54.K.C 54.Y.V 54.T.C 54.A.V	2.0 1.5 1.75 0.8	kuda	0	372	k - - - u d a
976	Wauyai	Wauyai	black	58	matme'tem	matme'tem	black-1	m a t m e ʔ t e m	282	m a t m e ʔ t e m	4 7 1 4 7 1 1 7 4	AXBCYMBYN	MATMEHTEM	58.M.C 58.A.V 58.T.C 58.M.C 58.E.V 58.H.c 58.T.C 58.E.V 58.M.c	2.0 1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	matmeʔtem	0	370	m a t - m e ʔ t e m
977	Waropen	Waropen (held)	black	57	meno	meno	black-57	m e n o	293	m e n o	4 7 4 7	AXBZ	MENU	57.M.C 57.E.V 57.N.C 57.U.V	2.0 1.5 1.75 0.8	meno	0	373	m e - - n - - o
978	Umar	Umar	black	55	rirbo	rirbo	black-55	r i r b o	291	r i r b o	5 7 5 1 7	AXMBZ	RIRPU	55.R.C 55.I.V 55.R.c 55.P.C 55.U.V	2.0 1.5 1.1 1.75 0.8	rirbo	0	379	r i r b o
979	Yaur	Yaur	black	59	ríìre	ríìre	black-59	r í ì r e	294	r í ì r e	5 7 7 5 7	AXYBZ	RIIRE	59.R.C 59.I.V 59.I.V 59.R.C 59.E.V	2.0 1.5 1.3 1.75 0.8	ríìre	0	378	r í ì r e
980	Yerisiam	Yerisiam	black	60	áhíirí	áhíirí	black-60	á h í i r í	295	á h í i r í	7 3 7 7 5 7	XBYYBZ	AHIIRI	60.A.V 60.H.C 60.I.V 60.I.V 60.R.C 60.I.V	1.5 1.75 1.3 1.3 1.75 0.8	áhíirí	0	377	á h í i r í
981	Moor	Moor	black	50	vuatî	vuatî	black-50	β u a t î	289	β u a t î	3 7 7 1 7	AXYBZ	BYATI	50.B.C 50.Y.V 50.A.V 50.T.C 50.I.V	2.0 1.5 1.3 1.75 0.8	βuatî	0	382	β u a t î
982	Warembori	Warembori	black	56	mamani-ro	mamani-ro	black-56	m a m a n i r o	292	m a m a n i r o	4 7 4 7 4 7 5 7	AXBYBYBZ	MAMANIRU	56.M.C 56.A.V 56.M.C 56.A.V 56.N.C 56.I.V 56.R.C 56.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	mamaniro	0	373	m a m a n i r o
983	Cebuano_outgroup	Cebuano	blood		dugóʔ	dugóʔ	blood-16	d u g ó ʔ	298	d u g ó ʔ	1 7 1 7 1	AXBYN	TYKUH	.T.C .Y.V .K.C .U.V .H.c	2.0 1.5 1.75 1.3 0.8	dugóʔ	0	392	d u g ó ʔ
986	Wamesa	WAD	blood	30	riate	riate	blood-1	r i a t e	297	r i a t e	5 7 7 1 7	AXYBZ	RIATE	30.R.C 30.I.V 30.A.V 30.T.C 30.E.V	2.0 1.5 1.3 1.75 0.8	riate	0	388	- - - r i a t e
987	Ambai	Ambai	blood	31	rika	rika	blood-1	r i k a	297	r i k a	5 7 1 7	AXBZ	RIKA	31.R.C 31.I.V 31.K.C 31.A.V	2.0 1.5 1.75 0.8	rika	0	391	r i k a
988	Ansus_PD	Ansus (P&D)	blood	33	ria	ria	blood-1	r i a	297	r i a	5 7 7	AXZ	RIA	33.R.C 33.I.V 33.A.V	2.0 1.5 0.8	ria	0	388	- - - r i a - -
989	Ansus_EG	Ansus (EG)	blood		ria	ria	blood-	r i a	296	r i a	5 7 7	AXZ	RIA	.R.C .I.V .A.V	2.0 1.5 0.8	ria	0	388	- - - r i a - -
990	Pom	Pom	blood		marou	marou	blood-	m a r o u	296	m a r o u	4 7 5 7 7	AXBYZ	MARUY	.M.C .A.V .R.C .U.V .Y.V	2.0 1.5 1.75 1.3 0.8	marou	0	388	m a - r - o - u
991	Serewen	Serewen	blood		maro	maro	blood-	m a r o	296	m a r o	4 7 5 7	AXBZ	MARU	.M.C .A.V .R.C .U.V	2.0 1.5 1.75 0.8	maro	0	388	m a - r - o - -
992	Serui_Laut	Serui-Laut (slump)	blood	53	riaat	riaat	blood-1	r i aː t	297	r i aː t	5 7 7 1	AXYN	RIAT	53.R.C 53.I.V 53.A.V 53.T.c	2.0 1.5 1.3 0.8	riaːt	0	388	- - - r i aː t -
993	Kurudu	KURUDU	blood	69	manda	manda	blood-	m a n d a	296	m a n d a	4 7 4 1 7	AXMBZ	MANTA	69.M.C 69.A.V 69.N.c 69.T.C 69.A.V	2.0 1.5 1.1 1.75 0.8	manda	0	395	m a n d a
994	Biak	Biak	blood	36	rik	rik	blood-1	r i k	297	r i k	5 7 1	AXN	RIK	36.R.C 36.I.V 36.K.c	2.0 1.5 0.8	rik	1	391	r i k -
995	Biak_Betew	Biak Betew (Mutus)	blood		riek	riek	blood-	r i e k	296	r i e k	5 7 7 1	AXYN	RIEK	.R.C .I.V .E.V .K.c	2.0 1.5 1.3 0.8	riek	0	388	- - - r i e k -
996	Biak_Numfor	Biak Numfoor (Mandori)	blood		rik, rike	rik	blood-	r i k	296	r i k	5 7 1	AXN	RIK	.R.C .I.V .K.c	2.0 1.5 0.8	rik	0	388	- - - r - i k -
997	Roswar	Roswar	blood	70	rik	rik	blood-	r i k	296	r i k	5 7 1	AXN	RIK	70.R.C 70.I.V 70.K.c	2.0 1.5 0.8	rik	0	391	r i k -
