ID	DOCULECT	CONCEPT	LANGID	VALUE	FORM	COG	COGID	TOKENS
393	PMP	and	68	ma	ma	and-1	86	m a
394	WAD	and	30	ma	ma	and-1	86	m a
395	Ambai	and	31	mae (S)	mae (S)	and-1	86	mae (S)
396	Ansus (EG)	and		ko	ko	and-	85	k o
397	Pom	and		kon	kon	and-	85	k o n
398	Serui-Laut (slump)	and	53	ma	ma	and-	85	m a
399	KURUDU	and	69	tutre	tutre	and-	85	t u t r e
400	Biak	and	36	ma	ma	and-1	86	m a
401	Biak Betew (Mutus)	and		i-fnouk? Ma?	i-fnouk? Ma?	and-	85	i-fnouk? Ma?
402	Biak Numfoor (Mandori)	and		ma	ma	and-	85	m a
403	Roswar	and	70	na	na	and-	85	n a
404	Roon	and		kuker	kuker	and-	85	k u k e r
405	Dusner	and	39	me	me	and-1	86	m e
406	Dusner (celd)	and		erve	erve	and-	85	e r v e
407	Buli	and	38	re	re	and-38	87	r e
408	Gane	and	41	de	de	and-41	88	d e
409	Kowiai	and	45	ia, nata	ia	and-45	90	i a
410	Irarutu (Mats)	and	43	ner(e)	ner(e)	and-43	89	n e r ( e )
411	Taba	and	54	lo	lo	and-54	91	l o
412	Waropen (held)	and	57	ma	ma	and-1	86	m a
413	Yaur	and	59	ènèhě	ènèhě	and-59	92	è n è h ě
414	Warembori	and	56	tu	tu	and-	85	t u
415	WAD	angry	30	kasio	kasio	angry-1	94	k a s i o
416	Ambai	angry	31	kasau	kasau	angry-1	94	k a s a u
417	Pom	angry		iha	iha	angry-	93	i h a
418	Serui-Laut (slump)	angry	53	kaisau	kaisau	angry-1	94	k a i s a u
419	KURUDU	angry	69	wertndo	wertndo	angry-	93	w e r t n d o
420	Biak Betew (Mutus)	angry		ya-mtoer	ya-mtoer	angry-	93	y a m t o e r
421	Biak Numfoor (Mandori)	angry		ya-rmomen	ya-rmomen	angry-	93	y a r m o m e n
422	Roswar	angry	70	ay-msor	ay-msor	angry-	93	a y m s o r
423	Roon	angry		mosor	mosor	angry-	93	m o s o r
424	Dusner	angry	39	arsai	arsai	angry-39	95	a r s a i
425	Dusner (celd)	angry		endiyarsaituter	endiyarsaituter	angry-	93	e n d i y a r s a i t u t e r
426	Ma'ya Misool	angry	48	ga¹²t	ga¹²t	angry-48	96	g a ¹² t
427	Ma'ya Salawati	angry	49	ga¹²t	ga¹²t	angry-48	96	g a ¹² t
428	Umar	angry	55	niai	niai	angry-55	98	n i a i
429	Yaur	angry	59	hnáu'rè	hnáu'rè	angry-59	99	h n á u 'r è
430	Yerisiam	angry	60	mátúùnè	mátúùnè	angry-60	100	m á t ú ù n è
431	Moor	angry	50	rorarî, tohamî	rorarî	angry-50	97	r o r a r î
432	Warembori	angry	56	dore	dore	angry-	93	d o r e
433	WAD	ant	30	anana	anana	ant-1	102	a n a n a
434	Ambai	ant	31	anana	anana	ant-1	102	a n a n a
435	Ansus (P&D)	ant	33	anaana	anaana	ant-1	102	a n aa n a
436	Ansus (EG)	ant		asoaŋ	asoaŋ	ant-	101	a s o a ŋ
437	Pom	ant		asowa	asowa	ant-	101	a s o w a
438	Serui-Laut (slump)	ant	53	anana	anana	ant-1	102	a n a n a
439	Biak	ant	36	anir	anir	ant-36	103	a n i r
440	Roon	ant		kanir	kanir	ant-	101	k a n i r
441	Irarutu (Mats)	ant	43	fírə	fírə	ant-43	104	f í r ə
442	Sawai (CAD)	ant	51	som	som	ant-51	106	s o m
443	Umar	ant	55	nine	nine	ant-1	102	n i n e
444	Yaur	ant	59	réndìiré	réndìiré	ant-59	107	r é n d ì i r é
445	Yerisiam	ant	60	ánííní	ánííní	ant-1	102	á n íí n í
446	Moor	ant	50	rìrama	rìrama	ant-50	105	r ì r a m a
447	PCEMP	ash	67	qabu	qabu	ash-1	109	q a b u
448	PMP	ash	68	qabu	qabu	ash-1	109	q a b u
449	WAD	ash	30	wabu	wabu	ash-1	109	w a b u
450	Ambai	ash	31	kaŋgana	kaŋgana	ash-31	110	k a ŋ g a n a
451	Ansus (P&D)	ash	33	wawu	wawu	ash-1	109	w a w u
452	Ansus (EG)	ash		wavu	wavu	ash-	108	w a v u
453	Pom	ash		wavu	wavu	ash-	108	w a v u
454	Serewen	ash		wavu	wavu	ash-	108	w a v u
455	Serui-Laut (slump)	ash	53	wawu	wawu	ash-1	109	w a w u
456	KURUDU	ash	69	pinse	pinse	ash-	108	p i n s e
457	Biak	ash	36	pàt	pàt	ash-36	111	p à t
458	Biak Betew (Mutus)	ash		fafen	fafen	ash-	108	f a f e n
459	Biak Numfoor (Mandori)	ash		woref (fafen= stove?)	woref (fafen= stove?)	ash-	108	woref (fafen= stove?)
460	Roswar	ash	70	fafen	fafen	ash-	108	f a f e n
461	Roon	ash		for yuv	for yuv	ash-	108	for yuv
462	Arguni	ash	34	avu|ne	avu|ne	ash-1	109	a v u| n e
463	As (ABVD)	ash	35	yap-apin	yap-apin	ash-1	109	y a p a p i n
464	Biga (rem)	ash	37	kalap	kalap	ash-1	109	k a l a p
465	Buli	ash	38	gigiláp	gigiláp	ash-1	109	g i g i l á p
466	Fiawat (fiawat)	ash	40	alap	alap	ash-1	109	a l a p
467	Gane	ash	41	tapin	tapin	ash-1	109	t a p i n
468	Gebe	ash	42	ba|yap	ba|yap	ash-1	109	b a| y a p
469	Kawe (rem)	ash	44	abif(i)	abif(i)	ash-44	113	a b i f ( i )
470	Kowiai	ash	45	tuga	tuga	ash-1	109	t u g a
471	Laganyan	ash	46	galap	galap	ash-1	109	g a l a p
472	Irarutu (Mats)	ash	43	tugwane	tugwane	ash-43	112	t u g w a n e
473	Ambel (rem)	ash	32	lagalap	lagalap	ash-1	109	l a g a l a p
474	Matbat	ash	47	sapa⁴¹nsi	sapa⁴¹nsi	ash-47	114	s a p a ⁴¹ n s i
475	Ma'ya Misool	ash	48	galala¹²p	galala¹²p	ash-1	109	g a l a l a ¹² p
476	Ma'ya Salawati	ash	49	galala¹²p	galala¹²p	ash-1	109	g a l a l a ¹² p
477	Sawai (CAD)	ash	51	gɛyap	gɛyap	ash-1	109	g ɛ y a p
478	Sekar (ABVD)	ash	52	afiruk	afiruk	ash-1	109	a f i r u k
479	Taba	ash	54	yapyap	yapyap	ash-1	109	y a p y a p
480	Wauyai	ash	58	galap	galap	ash-1	109	g a l a p
481	Waropen (held)	ash	57	awu	awu	ash-1	109	a w u
482	Umar	ash	55	au	au	ash-1	109	a u
483	Yaur	ash	59	gwép née'rè	gwép née'rè	ash-59	116	gwép née'rè
484	Moor	ash	50	áha	áha	ash-50	115	á h a
485	Warembori	ash	56	aivu-ro	aivu-ro	ash-1	109	a i v u r o
486	PMP	ask	68	kutaña	kutaña	ask-1	118	k u t a ñ a
487	WAD	ask	30	uta	uta	ask-1	118	u t a
488	Ambai	ask	31	utan	utan	ask-1	118	u t a n
489	Ansus (EG)	ask		utaŋ	utaŋ	ask-	117	u t a ŋ
490	Pom	ask		oitan	oitan	ask-	117	o i t a n
491	Serui-Laut (slump)	ask	53	utana	utana	ask-1	118	u t a n a
492	Biak	ask	36	f-ukěn	f-ukěn	ask-1	118	f u k ě n
493	Roon	ask		fuken	fuken	ask-	117	f u k e n
494	Dusner	ask	39	putna	putna	ask-1	118	p u t n a
495	Buli	ask	38	fa-utan	fa-utan	ask-1	118	f a u t a n
496	Umar	ask	55	hinto	hinto	ask-55	119	h i n t o
497	Yaur	ask	59	hùhùú'ré	hùhùú'ré	ask-59	120	h ù h ù ú 'r é
498	Yerisiam	ask	60	àhàhú	àhàhú	ask-59	120	à h à h ú
499	Moor	ask	50	u'uná	u'uná	ask-1	118	u 'u n á
500	PCEMP	at/in/loc	67	di	di	at/in/loc-2	123	d i
501	PMP	at/in/loc	68	di, dalem	di	at/in/loc-2	123	d i
502	PMP	at/in/loc	68	di, dalem	dalem	at/in/loc-5	130	d a l e m
503	WAD	at/in/loc	30	na, raro	na	at/in/loc-1	122	n a
504	WAD	at/in/loc	30	na, raro	raro	at/in/loc-5	130	r a r o
505	Ambai	at/in/loc	31	na, we, roron	na	at/in/loc-1	122	n a
506	Ambai	at/in/loc	31	na, we, roron	we	at/in/loc-3	124	w e
507	Ambai	at/in/loc	31	na, we, roron	roron	at/in/loc-5	130	r o r o n
508	Ansus (P&D)	at/in/loc	33	na, we, raroŋ	na	at/in/loc-1	122	n a
509	Ansus (P&D)	at/in/loc	33	na, we, raroŋ	we	at/in/loc-3	124	w e
510	Ansus (P&D)	at/in/loc	33	na, we, raroŋ	raroŋ	at/in/loc-5	130	r a r o ŋ
511	Ansus (EG)	at/in/loc		raro	raro	at/in/loc-	121	r a r o
512	Pom	at/in/loc		ro	ro	at/in/loc-	121	r o
513	Serui-Laut (slump)	at/in/loc	53	na, raron	na	at/in/loc-1	122	n a
514	Serui-Laut (slump)	at/in/loc	53	na, raron	raron	at/in/loc-5	130	r a r o n
515	Biak	at/in/loc	36	be, ro	be	at/in/loc-3	124	b e
516	Biak	at/in/loc	36	be, ro	ro	at/in/loc-5	130	r o
517	Roon	at/in/loc		ro	ro	at/in/loc-	121	r o
518	Dusner	at/in/loc	39	ve, ro	ve	at/in/loc-3	124	v e
519	Dusner	at/in/loc	39	ve, ro	ro	at/in/loc-5	130	r o
520	Arguni	at/in/loc	34	ramo	ramo	at/in/loc-34	125	r a m o
521	As (ABVD)	at/in/loc	35	nulum	nulum	at/in/loc-35	126	n u l u m
522	Biga (rem)	at/in/loc	37	malaman	malaman	at/in/loc-37	127	m a l a m a n
523	Buli	at/in/loc	38	mali, loló	mali	at/in/loc-2	123	m a l i
524	Buli	at/in/loc	38	mali, loló	loló	at/in/loc-5	130	l o l ó
525	Gane	at/in/loc	41	li	li	at/in/loc-2	123	l i
526	Gebe	at/in/loc	42	i-lalɔ	i-lalɔ	at/in/loc-5	130	i l a l ɔ
527	Kowiai	at/in/loc	45	na	na	at/in/loc-1	122	n a
528	Irarutu (Mats)	at/in/loc	43	ne	ne	at/in/loc-43	128	n e
529	Ambel (rem)	at/in/loc	32	po, lo	po	at/in/loc-5	130	p o
530	Matbat	at/in/loc	47	do²¹	do²¹	at/in/loc-47	129	d o ²¹
531	Sekar (ABVD)	at/in/loc	52	ami-nanam	ami-nanam	at/in/loc-5	130	a m i n a n a m
532	Taba	at/in/loc	54	li	li	at/in/loc-2	123	l i
533	Waropen (held)	at/in/loc	57	na, we	na	at/in/loc-1	122	n a
534	Waropen (held)	at/in/loc	57	na, we	we	at/in/loc-3	124	w e
535	Umar	at/in/loc	55	te	te	at/in/loc-55	131	t e
536	Yaur	at/in/loc	59	ódògrè	ódògrè	at/in/loc-59	133	ó d ò g r è
537	Yerisiam	at/in/loc	60	námóoné	námóoné	at/in/loc-60	134	n á m ó o n é
538	Moor	at/in/loc	50	na	na	at/in/loc-1	122	n a
539	Warembori	at/in/loc	56	mundiu-ro	mundiu-ro	at/in/loc-56	132	m u n d i u r o
540	PCEMP	back (anat)	67	mudi	mudi	back (anat)-	135	m u d i
541	WAD	back (anat)	30	karu	karu	back (anat)-1	136	k a r u
542	Ambai	back (anat)	31	kuruu	kuruu	back (anat)-1	136	k u r uu
543	Ansus (EG)	back (anat)		karu(m)puaŋ	karu(m)puaŋ	back (anat)-	135	k a r u ( m ) p u a ŋ
544	Pom	back (anat)		karupe	karupe	back (anat)-	135	k a r u p e
545	Biak	back (anat)	36	kru, uta	kru	back (anat)-1	136	k r u
546	Biak	back (anat)	36	kru, uta	uta	back (anat)-3	138	u t a
547	Roon	back (anat)		koruri	koruri	back (anat)-	135	k o r u r i
548	Arguni	back (anat)	34	(i)umbasi	(i)umbasi	back (anat)-34	140	( i ) u m b a s i
549	As (ABVD)	back (anat)	35	uaɛ	uaɛ	back (anat)-2	137	u a ɛ
550	Buli	back (anat)	38	tao	tao	back (anat)-38	141	t a o
551	Gane	back (anat)	41	bawai	bawai	back (anat)-41	142	b a w a i
552	Kowiai	back (anat)	45	aʔaera rur	aʔaera rur	back (anat)-45	144	aʔaera rur
553	Irarutu (Mats)	back (anat)	43	fúgíe	fúgíe	back (anat)-43	143	f ú g í e
554	Ambel (rem)	back (anat)	32	i-káyte	i-káyte	back (anat)-32	139	i k á y t e
555	Matbat	back (anat)	47	sabɔ²¹m	sabɔ²¹m	back (anat)-47	145	s a b ɔ ²¹ m
556	Ma'ya Salawati	back (anat)	49	mu3l	mu3l	back (anat)-49	146	m u 3 l
557	Sekar (ABVD)	back (anat)	52	tawana-n	tawana-n	back (anat)-52	148	t a w a n a n
558	Taba	back (anat)	54	taggulo	taggulo	back (anat)-54	149	t a gg u l o
559	Waropen (held)	back (anat)	57	ruai	ruai	back (anat)-2	137	r u a i
560	Umar	back (anat)	55	uten	uten	back (anat)-3	138	u t e n
561	Yaur	back (anat)	59	já'rè	já'rè	back (anat)-59	151	j á 'r è
562	Yerisiam	back (anat)	60	hítáaráà	hítáaráà	back (anat)-60	152	h í t á a r á à
563	Moor	back (anat)	50	tama'òro	tama'òro	back (anat)-50	147	t a m a 'ò r o
564	Warembori	back (anat)	56	ke-bonggombo-ro	ke-bonggombo-ro	back (anat)-56	150	k e b o n gg o m b o r o
565	PCEMP	bad	67	zaqat	zaqat	bad-	153	z a q a t
566	PMP	bad	68	zaqat	zaqat	bad-	153	z a q a t
567	WAD	bad	30	kariria	kariria	bad-1	154	k a r i r i a
568	Ambai	bad	31	kerira	kerira	bad-1	154	k e r i r a
569	Ansus (P&D)	bad	33	moiawa	moiawa	bad-33	155	m o i a w a
570	Ansus (EG)	bad		mioya va	mioya va	bad-	153	mioya va
571	KURUDU	bad	69	dodaw	dodaw	bad-	153	d o d a w
572	Biak	bad	36	bàrbòr	bàrbòr	bad-36	157	b à r b ò r
573	Biak Betew (Mutus)	bad		i-karfiwa	i-karfiwa	bad-	153	i k a r f i w a
574	Biak Numfoor (Mandori)	bad		na-byeba / na-pyumba	na-byeba / na-pyumba	bad-	153	na-byeba / na-pyumba
575	Roswar	bad	70	ribyeba	ribyeba	bad-	153	r i b y e b a
576	Roon	bad		vie va	vie va	bad-	153	vie va
577	Arguni	bad	34	ofi	ofi	bad-34	156	o f i
578	As (ABVD)	bad	35	fi-ga	fi-ga	bad-34	156	f i g a
579	Biga (rem)	bad	37	fi sapɔ	fi sapɔ	bad-34	156	fi sapɔ
580	Buli	bad	38	mayay	mayay	bad-38	158	m a y a y
581	Gane	bad	41	lekat	lekat	bad-41	159	l e k a t
582	Gebe	bad	42	lɛ	lɛ	bad-41	159	l ɛ
583	Kowiai	bad	45	nogatéi, sumángga	nogatéi	bad-45	161	n o g a t é i
584	Irarutu (Mats)	bad	43	fìtə, kabia	fìtə	bad-43	160	f ì t ə
585	Matbat	bad	47	fa¹²¹	fa¹²¹	bad-47	162	f a ¹²¹
586	Ma'ya Salawati	bad	49	le12K	le12K	bad-41	159	l e 12 K
587	Sekar (ABVD)	bad	52	finta	finta	bad-52	164	f i n t a
588	Taba	bad	54	gaco	gaco	bad-54	165	g a c o
589	Umar	bad	55	kia	kia	bad-55	166	k i a
590	Yaur	bad	59	gógéejè	gógéejè	bad-59	168	g ó g é e j è
591	Yerisiam	bad	60	kájáké	kájáké	bad-60	169	k á j á k é
592	Moor	bad	50	javà, veré'a	javà	bad-50	163	j a v à
593	Warembori	bad	56	taka-ro	taka-ro	bad-56	167	t a k a r o
594	PMP	banana	68	punti	punti	banana-3	173	p u n t i
595	WAD	banana	30	nando	nando	banana-1	171	n a n d o
596	Ambai	banana	31	rando	rando	banana-1	171	r a n d o
597	Ansus (P&D)	banana	33	nando	nando	banana-1	171	n a n d o
598	Ansus (EG)	banana		nando	nando	banana-	170	n a n d o
599	Pom	banana		nando	nando	banana-	170	n a n d o
600	Serui-Laut (slump)	banana	53	nando	nando	banana-1	171	n a n d o
601	KURUDU	banana	69	manderi	manderi	banana-	170	m a n d e r i
602	Biak	banana	36	byef	byef	banana-36	174	b y e f
603	Biak Betew (Mutus)	banana		imbyef	imbyef	banana-	170	i m b y e f
604	Biak Numfoor (Mandori)	banana		imbyef	imbyef	banana-	170	i m b y e f
605	Roswar	banana	70	mvief?	mvief?	banana-	170	m v i e f ?
606	Roon	banana		vyef	vyef	banana-	170	v y e f
607	Biga (rem)	banana	37	tal	tal	banana-2	172	t a l
608	Fiawat (fiawat)	banana	40	tal	tal	banana-2	172	t a l
609	Kawe (rem)	banana	44	tal(a)	tal(a)	banana-2	172	t a l ( a )
610	Kowiai	banana	45	fun	fun	banana-3	173	f u n
611	Laganyan	banana	46	tatl(a)	tatl(a)	banana-2	172	t a t l ( a )
612	Irarutu (Mats)	banana	43	fúdə	fúdə	banana-3	173	f ú d ə
613	Ambel (rem)	banana	32	tal	tal	banana-2	172	t a l
614	Matbat	banana	47	ya³w	ya³w	banana-47	175	y a ³ w
615	Ma'ya Misool	banana	48	tala¹²	tala¹²	banana-2	172	t a l a ¹²
616	Ma'ya Salawati	banana	49	tala³	tala³	banana-2	172	t a l a ³
617	Sawai (CAD)	banana	51	lokɛ (bao)	lokɛ (bao)	banana-51	176	lokɛ (bao)
618	Wauyai	banana	58	tatl(a)	tatl(a)	banana-2	172	t a t l ( a )
619	Waropen (held)	banana	57	ui	ui	banana-3	173	u i
620	Umar	banana	55	idi	idi	banana-3	173	i d i
621	Yaur	banana	59	ìdíe	ìdíe	banana-3	173	ì d í e
622	Yerisiam	banana	60	píití	píití	banana-3	173	p í i t í
623	Moor	banana	50	húta	húta	banana-3	173	h ú t a
624	Warembori	banana	56	uti-ro	uti-ro	banana-3	173	u t i r o
625	WAD	bathe	30	kubira	kubira	bathe-1	178	k u b i r a
626	Ambai	bathe	31	eriai (S)	eriai (S)	bathe-	177	eriai (S)
627	Ansus (P&D)	bathe	33	kuwera	kuwera	bathe-1	178	k u w e r a
628	Ansus (EG)	bathe		kuira	kuira	bathe-	177	k u i r a
629	Pom	bathe		hoiv	hoiv	bathe-	177	h o i v
630	Serui-Laut (slump)	bathe	53	kobira	kobira	bathe-1	178	k o b i r a
631	KURUDU	bathe	69	syawi	syawi	bathe-	177	s y a w i
632	Biak Betew (Mutus)	bathe		y-at	y-at	bathe-	177	y a t
633	Biak Numfoor (Mandori)	bathe		ya-masi	ya-masi	bathe-	177	y a m a s i
634	Roswar	bathe	70	we-masi	we-masi	bathe-	177	w e m a s i
635	Roon	bathe		masi	masi	bathe-	177	m a s i
636	Umar	bathe	55	du	du	bathe-55	180	d u
637	Yaur	bathe	59	dùpìíre	dùpìíre	bathe-55	180	d ù p ì í r e
638	Yerisiam	bathe	60	hóu	hóu	bathe-60	181	h ó u
639	Moor	bathe	50	marìvu'a	marìvu'a	bathe-50	179	m a r ì v u 'a
640	Warembori	bathe	56	asi-o, matin-do	asi-o	bathe-	177	a s i o
641	WAD	bean	30	kavaru	kavaru	bean-1	183	k a v a r u
642	Ansus (P&D)	bean	33	kawaru	kawaru	bean-1	183	k a w a r u
643	Ansus (EG)	bean		kawaru	kawaru	bean-	182	k a w a r u
644	Pom	bean		kawaru	kawaru	bean-	182	k a w a r u
645	Serui-Laut (slump)	bean	53	kawaru	kawaru	bean-1	183	k a w a r u
646	Biak	bean	36	abru	abru	bean-1	183	a b r u
647	Roon	bean		kavorur	kavorur	bean-	182	k a v o r u r
648	Ma'ya Salawati	bean	49	palyu³	palyu³	bean-49	184	p a l y u ³
649	Umar	bean	55	kvaru	kvaru	bean-1	183	k v a r u
650	Yaur	bean	59	óvárùuré	óvárùuré	bean-1	183	ó v á r ù u r é
651	Yerisiam	bean	60	kávárúùrà	kávárúùrà	bean-1	183	k á v á r ú ù r à
652	Moor	bean	50	urá	urá	bean-50	185	u r á
653	WAD	bee, wasp	30	anibar, maniai	anibar	bee, wasp-1	187	a n i b a r
654	WAD	bee, wasp	30	anibar, maniai	maniai	bee, wasp-2	188	m a n i a i
655	Ambai	bee, wasp	31	aniwa	aniwa	bee, wasp-1	187	a n i w a
656	Ansus (P&D)	bee, wasp	33	andiwa	andiwa	bee, wasp-1	187	a n d i w a
657	Ansus (EG)	bee, wasp		andiwa	andiwa	bee, wasp-	186	a n d i w a
658	Pom	bee, wasp		andiwa	andiwa	bee, wasp-	186	a n d i w a
659	KURUDU	bee, wasp	69	antup	antup	bee, wasp-	186	a n t u p
660	Biak	bee, wasp	36	mniwěr	mniwěr	bee, wasp-2	188	m n i w ě r
661	Biak Betew (Mutus)	bee, wasp		nyiwer	nyiwer	bee, wasp-	186	n y i w e r
662	Biak Numfoor (Mandori)	bee, wasp		mniber	mniber	bee, wasp-	186	m n i b e r
663	Roswar	bee, wasp	70	mniber	mniber	bee, wasp-	186	m n i b e r
664	Roon	bee, wasp		maniver	maniver	bee, wasp-	186	m a n i v e r
665	Irarutu (Mats)	bee, wasp	43	tífənə	tífənə	bee, wasp-43	189	t í f ə n ə
666	Matbat	bee, wasp	47	sanɛ3m	sanɛ3m	bee, wasp-47	190	s a n ɛ 3 m
667	Ma'ya Salawati	bee, wasp	49	ni21’pi3 n	ni21’pi3 n	bee, wasp-49	191	ni21’pi3 n
668	Sawai (CAD)	bee, wasp	51	pɛʔplɛn	pɛʔplɛn	bee, wasp-51	192	p ɛ ʔ p l ɛ n
669	Umar	bee, wasp	55	von	von	bee, wasp-55	193	v o n
670	Yaur	bee, wasp	59	nìjé	nìjé	bee, wasp-2	188	n ì j é
671	Yerisiam	bee, wasp	60	kénébà níainé	kénébà níainé	bee, wasp-2	188	kénébà níainé
672	Moor	bee, wasp	50	mananíva	mananíva	bee, wasp-2	188	m a n a n í v a
673	WAD	behind (dir)	30	pui	pui	behind (dir)-1	195	p u i
674	Ansus (P&D)	behind (dir)	33	repui	repui	behind (dir)-1	195	r e p u i
675	Pom	behind (dir)		karipui	karipui	behind (dir)-	194	k a r i p u i
676	Roon	behind (dir)		ripur, voropur	ripur	behind (dir)-	194	r i p u r
677	Dusner	behind (dir)	39	pur	pur	behind (dir)-1	195	p u r
678	Irarutu (Mats)	behind (dir)	43	mɯ́rə	mɯ́rə	behind (dir)-43	196	m ɯ́ r ə
679	Umar	behind (dir)	55	kirvi	kirvi	behind (dir)-55	198	k i r v i
680	Yaur	behind (dir)	59	é'áa'rè	é'áa'rè	behind (dir)-59	199	é 'á a 'r è
681	Yerisiam	behind (dir)	60	hóománà	hóománà	behind (dir)-60	200	h ó o m á n à
682	Moor	behind (dir)	50	hahú	hahú	behind (dir)-50	197	h a h ú
683	PCEMP	belly, stomach, guts	67	tinaqi	tinaqi	belly, stomach, guts-1	202	t i n a q i
684	PMP	belly, stomach, guts	68	tinaqi, kempung	tinaqi	belly, stomach, guts-1	202	t i n a q i
685	PMP	belly, stomach, guts	68	tinaqi, kempung	kempung	belly, stomach, guts-2	203	k e m p u n g
686	WAD	belly, stomach, guts	30	sane	sane	belly, stomach, guts-1	202	s a n e
687	Ambai	belly, stomach, guts	31	ene	ene	belly, stomach, guts-1	202	e n e
688	Ansus (P&D)	belly, stomach, guts	33	aneu	aneu	belly, stomach, guts-1	202	a n e u
689	Ansus (EG)	belly, stomach, guts		aneŋ	aneŋ	belly, stomach, guts-	201	a n e ŋ
690	Pom	belly, stomach, guts		hanewai	hanewai	belly, stomach, guts-	201	h a n e w a i
691	Serewen	belly, stomach, guts		haniwai	haniwai	belly, stomach, guts-	201	h a n i w a i
692	Serui-Laut (slump)	belly, stomach, guts	53	ane	ane	belly, stomach, guts-1	202	a n e
693	KURUDU	belly, stomach, guts	69	sine	sine	belly, stomach, guts-	201	s i n e
694	Biak	belly, stomach, guts	36	snewar	snewar	belly, stomach, guts-1	202	s n e w a r
695	Biak Betew (Mutus)	belly, stomach, guts		hnewar	hnewar	belly, stomach, guts-	201	h n e w a r
696	Biak Numfoor (Mandori)	belly, stomach, guts		snewar	snewar	belly, stomach, guts-	201	s n e w a r
697	Roswar	belly, stomach, guts	70	sne	sne	belly, stomach, guts-	201	s n e
698	Roon	belly, stomach, guts		sene	sene	belly, stomach, guts-	201	s e n e
699	Arguni	belly, stomach, guts	34	sige	sige	belly, stomach, guts-34	205	s i g e
700	As (ABVD)	belly, stomach, guts	35	nipu	nipu	belly, stomach, guts-35	206	n i p u
701	Biga (rem)	belly, stomach, guts	37	nia	nia	belly, stomach, guts-1	202	n i a
702	Buli	belly, stomach, guts	38	hñao	hñao	belly, stomach, guts-1	202	h ñ a o
703	Fiawat (fiawat)	belly, stomach, guts	40	na	na	belly, stomach, guts-1	202	n a
704	Gane	belly, stomach, guts	41	tutu	tutu	belly, stomach, guts-41	207	t u t u
705	Gebe	belly, stomach, guts	42	hñao	hñao	belly, stomach, guts-1	202	h ñ a o
706	Kawe (rem)	belly, stomach, guts	44	anyay(o)	anyay(o)	belly, stomach, guts-1	202	a n y a y ( o )
707	Kowiai	belly, stomach, guts	45	ambun	ambun	belly, stomach, guts-2	203	a m b u n
708	Laganyan	belly, stomach, guts	46	anyay(o)	anyay(o)	belly, stomach, guts-1	202	a n y a y ( o )
709	Irarutu (Mats)	belly, stomach, guts	43	fta-tene	fta-tene	belly, stomach, guts-1	202	f t a t e n e
710	Ambel (rem)	belly, stomach, guts	32	nyay	nyay	belly, stomach, guts-1	202	n y a y
711	Matbat	belly, stomach, guts	47	sapa²¹w	sapa²¹w	belly, stomach, guts-47	208	s a p a ²¹ w
712	Ma'ya Misool	belly, stomach, guts	48	na(o)	na(o)	belly, stomach, guts-1	202	n a ( o )
713	Ma'ya Salawati	belly, stomach, guts	49	na(o)	na(o)	belly, stomach, guts-1	202	n a ( o )
714	Sawai (CAD)	belly, stomach, guts	51	sno	sno	belly, stomach, guts-1	202	s n o
715	Sekar (ABVD)	belly, stomach, guts	52	bitua-n	bitua-n	belly, stomach, guts-52	209	b i t u a n
716	Taba	belly, stomach, guts	54	bingo	bingo	belly, stomach, guts-54	210	b i n g o
717	Wauyai	belly, stomach, guts	58	knnyay(o)	knnyay(o)	belly, stomach, guts-1	202	k nn y a y ( o )
718	Waropen (held)	belly, stomach, guts	57	nina	nina	belly, stomach, guts-1	202	n i n a
719	Umar	belly, stomach, guts	55	hna	hna	belly, stomach, guts-1	202	h n a
720	Yaur	belly, stomach, guts	59	hnáarè	hnáarè	belly, stomach, guts-1	202	h n á a r è
721	Yerisiam	belly, stomach, guts	60	hìná	hìná	belly, stomach, guts-1	202	h ì n á
722	Moor	belly, stomach, guts	50	siné	siné	belly, stomach, guts-1	202	s i n é
723	Warembori	belly, stomach, guts	56	ke-waro-ro	ke-waro-ro	belly, stomach, guts-3	204	k e w a r o r o
724	PCEMP	below	67	i babaq	i babaq	below-1	212	i babaq
725	PMP	below	68	i-babaq	i-babaq	below-1	212	i b a b a q
726	WAD	below	30	vava	vava	below-1	212	v a v a
727	Ambai	below	31	dombau	dombau	below-1	212	d o m b a u
728	Ansus (P&D)	below	33	umbau	umbau	below-1	212	u m b a u
729	Pom	below		ro wombau	ro wombau	below-	211	ro wombau
730	Serui-Laut (slump)	below	53	umbau	umbau	below-1	212	u m b a u
731	Biak	below	36	babni	babni	below-1	212	b a b n i
732	Roon	below		sob	sob	below-	211	s o b
733	Dusner	below	39	vav	vav	below-1	212	v a v
734	Arguni	below	34	pepene	pepene	below-34	214	p e p e n e
735	Biga (rem)	below	37	pa|pɔ	pa|pɔ	below-1	212	p a| p ɔ
736	Buli	below	38	pāp	pāp	below-1	212	p ā p
737	Gane	below	41	poli	poli	below-1	212	p o l i
738	Gebe	below	42	la-pa	la-pa	below-1	212	l a p a
739	Kowiai	below	45	(na) tifàa	(na) tifàa	below-45	215	(na) tifàa
740	Irarutu (Mats)	below	43	e-və	e-və	below-1	212	e v ə
741	Ambel (rem)	below	32	mu	mu	below-32	213	m u
742	Matbat	below	47	papa³p	papa³p	below-1	212	p a p a ³ p
743	Ma'ya Salawati	below	49	pa¹²p	pa¹²p	below-1	212	p a ¹² p
